subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
FNH,_V,350,3,Fundamentals of Nutrition,"Fundamentals of energy and macronutrient metabolism. Prerequisite: FNH_V 250 and one of BIOL_V 201, BIOC_V 202, BIOC_V 203.","FNH_V 250 and one of BIOL_V 201, BIOC_V 202, BIOC_V 203.",,
FNH,_V,351,3,"Vitamins, Minerals, and Health","Vitamin and mineral nutrition and their role in maintaining and promoting health. Prerequisite: FNH_V 250 and one of BIOL_V 201, BIOC_V 202, BIOC_V 203.","FNH_V 250 and one of BIOL_V 201, BIOC_V 202, BIOC_V 203.",,
FNH,_V,355,3,International Nutrition,Conceptualization and scientific analyses of global problems in food and nutrition; complexities of food habits and malnutrition in various cultures around the world. [3-0-0],,,
FNH,_V,370,3,Nutrition Assessment,"The use of dietary, anthropometric, biochemical, and related information for the assessment of nutritional status of individuals and populations. Prerequisite: FNH 250.",FNH 250.,,
FNH,_V,371,3,Human Nutrition Over The Life Span,Nutritional requirements and dietary patterns of healthy individuals throughout the life span. [3-0-0] Prerequisite: FNH 250.,FNH 250.,,
FNH,_V,375,3,Nutrition Care I,"Fundamentals of nutrition care: the nutrition care process (NCP), documentation, nutritional risk and nutritional status assessment, metabolic stress, supplements, pharmacology, and body weight. NCP applied to food allergies and intolerances, gastrointestinal symptoms. Introduction to chronic diseases. Restricted to students in year 3 of the dietetics major. Prerequisite: All of FNH_V 350, FNH_V 370 and either (a) one of BIOL_V 153, BIOL_V 155, CAPS_V 301 or (b) all of FNH_V 160 and FNH_V 161. This course is not eligible for Credit/D/Fail grading.","All of FNH_V 350, FNH_V 370 and either (a) one of BIOL_V 153, BIOL_V 155, CAPS_V 301 or (b) all of FNH_V 160 and FNH_V 161. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,380,3,Professional Dietetic Practice I,Introduction to the profession of dietetics in Canada. Restricted to students in the Dietetics Major. Prerequisite: Third-year standing in the Dietetics Major. This course is not eligible for Credit/D/Fail grading.,Third-year standing in the Dietetics Major. This course is not eligible for Credit/D/Fail grading.,,
FNH,_V,381,3,Dietetics Practice Education Placement I,"Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Prerequisite: All of FNH 375, FNH 380. This course is not eligible for Credit/D/Fail grading.","All of FNH 375, FNH 380. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,398,4,Research Methods in Human Nutrition,Process of research; principles and processes in utilizing research. Restricted to students in majors in the FNH program. Prerequisite: FNH 250 and either (a) LFS 252 or (b) BIOL 300 or (c) EPSE 482 or (d) FRST 231 or (e) STAT 200.,FNH 250 and either (a) LFS 252 or (b) BIOL 300 or (c) EPSE 482 or (d) FRST 231 or (e) STAT 200.,,
FNH,_V,401,3,Advances in Plant and Cell-Based Foods,"Examination of meat, egg, fish, and dairy analogues made using plants, recombinant proteins, and cell cultures, from the molecular to the macroscopic level. Relation of molecular details to physical and sensory properties. Health and sustainability impacts. Prerequisite: FNH 301 and 3rd-year standing or higher, or permission from the instructor.","FNH 301 and 3rd-year standing or higher, or permission from the instructor.",,
FNH,_V,402,3,Functional Foods,"Functional food concepts related to efficacy and safety; examples of bioactive component-disease relationships; natural health products; approval of functional food and health claims; the importance of clinical studies in support of efficacy for health claims; market determinants of functional foods. Prerequisite: One of BIOL_V 201, BIOC_V 202, BIOC_V 203, and third-year standing. Equivalency: PHAR_V 431","One of BIOL_V 201, BIOC_V 202, BIOC_V 203, and third-year standing. Equivalency: PHAR_V 431",,
FNH,_V,403,3,"Food Laws, Regulations and Quality Assurance","Canadian and international laws governing food composition, grading, quality and safety; hazard analysis critical control points; statistical quality assurance. Prerequisite: One of LFS_V 252, STAT_V 200, FRST_V 231, BIOL_V 300, EPSE_V 482, or equivalent background in statistics.","One of LFS_V 252, STAT_V 200, FRST_V 231, BIOL_V 300, EPSE_V 482, or equivalent background in statistics.",,
FNH,_V,404,3,Food Safety and Quality Management,"Food production plant sanitation, environmental monitoring, global food safety standards, and food plant internal audits. Prerequisite: FNH 403.",FNH 403.,,
FNH,_V,405,3,Microbiology of Food and Beverage Fermentation,"Fermentation methods, mechanism and microbiology of nonalcoholic fermented foods and alcoholic fermented beverages (beer, cider, sake). Prerequisite: One of MICB_V 211, MICB_V 212, BIOL_V 201, BIOL_V 203, BIOC_V 202, BIOC_V 203. Third-year standing.","One of MICB_V 211, MICB_V 212, BIOL_V 201, BIOL_V 203, BIOC_V 202, BIOC_V 203. Third-year standing.",,
FNH,_V,413,3,Food Safety,"Microbial and chemical factors that underlie public health challenges in the food supply chain; prevalence and nature of organisms which cause foodborne diseases; approaches and technologies for improvement of food safety. Prerequisite: One of MICB_V 211, MICB_V 212, CHEM_V 233, FNH_V 313.","One of MICB_V 211, MICB_V 212, CHEM_V 233, FNH_V 313.",,
FNH,_V,414,3,Sustainability in the Food Industry,"Regenerative sustainability and the sustainability nexus; health and environmental impacts of the food industry; environmental performance indicators and management systems; approaches to enhance sustainability in the food industry. Prerequisite: One of FNH 309, FNH 313.","One of FNH 309, FNH 313.",,
FNH,_V,415,3,"Business Concepts in Food, Nutrition, and Health","Introduction to and application of business activities in food, nutrition, and health settings. Credit will only be granted for only one of FNH 415, FOOD 515, or FRE 515. Prerequisite: At least third-year standing in the Faculty of Land and Food Systems.",At least third-year standing in the Faculty of Land and Food Systems.,,
FNH,_V,419,3,Interfacial Phenomena,Outline of the physics and chemistry of interfaces; discussion of the part played by surface effects in technical processes. Credit will be granted for only one of FNH 419 and FOOD 519. Prerequisite: FNH 300. or equivalent. Equivalency: CHBE 487,FNH 300. or equivalent. Equivalency: CHBE 487,,Outline of the physics and chemistry of interfaces; discussion of the part played by surface effects in technical processes. Credit will be granted for only one of FNH 419 and FOOD 519. Prerequisite: FNH 300. or equivalent. Equivalency: CHBE 487
FNH,_V,425,6,Food Science Laboratory III,"Integrated course designed to illustrate principles of research and product development in the food industry. [0-3-1] Prerequisite: All of FNH 325, FNH 326.","All of FNH 325, FNH 326.",,
FNH,_V,430,3,Enology and Wine Biotechnology,"Yeasts and bacteria involved in wine making, metabolic pathways leading to the production of flavour and spoilage compounds, genetic improvement of wine yeasts, and red and white wine fermentations. Approaches and technologies for the improvement of wine safety. Sensory evaluation of wines. Prerequisite: One of BIOL 335, MICB 325, FNH 313, BIOC 302.","One of BIOL 335, MICB 325, FNH 313, BIOC 302.",,
FNH,_V,436,3,Integrated Functional Genomics,"Global transcript, protein and metabolite profiling technologies, their integration, application, and furtherance of our understanding of how higher organisms function in general. Prerequisite: BIOL 335. Equivalency: BIOL436",BIOL 335. Equivalency: BIOL436,,
FNH,_V,440,3,Food Service Systems Management,"Management responsibilities in quantity food production with emphasis on menu planning, purchasing and service. Includes planning and equipping food services. Restricted to students in the Dietetics major. Note: Course registrants are required to possess a Foodsafe II certificate. [3-0-0] Prerequisite: FNH 340. This course is not eligible for Credit/D/Fail grading.",FNH 340. This course is not eligible for Credit/D/Fail grading.,,
FNH,_V,451,3,Nutrient Metabolism and Implications for Health,"Integration of nutrient and energy metabolism on a whole-body and individual tissue basis and the implication for health. Emphasis will be on regulation of nutrient metabolism. Prerequisite: FNH_V 350, one of BIOC_V 302 or BIOC_V 303, and either (a) one of BIOL_V 153, BIOL_V 155, CAPS_V 301 or (b) all of FNH_V 160 and FNH_V 161.","FNH_V 350, one of BIOC_V 302 or BIOC_V 303, and either (a) one of BIOL_V 153, BIOL_V 155, CAPS_V 301 or (b) all of FNH_V 160 and FNH_V 161.",,
FNH,_V,454,3,Fish Nutrition,"Physiology of digestion and excretion, nutrient requirements, sources of nutrients, diet formulation, feeding management. [3-0-0] Prerequisite: [FNH 350]",[FNH 350],,
FNH,_V,455,3,Applied International Nutrition,"Applying nutrition concepts and principles in addressing problems of malnutrition and food insecurity in international settings. Basics of developing culturally acceptable, sustainable nutrition intervention programs. [3-0-0] Prerequisite: FNH 355. This course is not eligible for Credit/D/Fail grading.",FNH 355. This course is not eligible for Credit/D/Fail grading.,,
FNH,_V,470,3,Nutrition Care II,"Enteral nutrition, parenteral nutrition, and the nutrition care process are applied to select diseases or conditions, including trauma, surgery, critical care, respiratory diseases, gastrointestinal diseases, liver diseases, and diseases of the gallbladder and exocrine pancreas. Restricted to students in year 4 of the dietetics major. Prerequisite: All of FNH_V 371, FNH_V 375. This course is not eligible for Credit/D/Fail grading.","All of FNH_V 371, FNH_V 375. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,472,3,Maternal and Fetal Nutrition,"Metabolic adaptations, nutrient metabolism, and special issues during pregnancy that may influence the maternal-fetal nutritional supply. [3-0-0] Corequisite: FNH 350. Third-year standing.",,FNH 350. Third-year standing.,
FNH,_V,473,3,Applied Public Health Nutrition,"Theory and methods in public health nutrition and health promotion program planning to assess, plan, implement, and evaluate nutrition-related programs for communities and populations. Considers factors affecting behavior and the social determinants of health. [3-0-0] Prerequisite: FNH 250 and fourth-year standing.",FNH 250 and fourth-year standing.,,
FNH,_V,474,3,Sport Nutrition,"Nutritional needs of athletes, including energy, carbohydrate and protein; hydration; pre-and post-event nutrition, weight management and body composition issues; ergogenic aids; sports-specific guidelines; and special athlete populations. Prerequisite: All of FNH 350, FNH 351.","All of FNH 350, FNH 351.",,
FNH,_V,475,3,Nutrition Care III,"Nutrition care process applied to select diseases and conditions including dysphagia, cancer, neurological conditions, metabolic syndrome, eating disorders, cardiovascular diseases, endocrine diseases, and renal diseases. Restricted to students in year 4 of the dietetics major. Prerequisite: All of BIOC_V 302, FNH_V 470. This course is not eligible for Credit/D/Fail grading.","All of BIOC_V 302, FNH_V 470. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,477,3,Nutrition and Disease Prevention,Evidence-based examination of the role of nutrition in the prevention of chronic disease. [3-0-0] Prerequisite: FNH 398.,FNH 398.,,
FNH,_V,480,3,Professional Dietetic Practice II,"Skill development and application for practice education placements and dietetic practice settings. Restricted to students in the Dietetics Major. Prerequisite: All of FNH 380, FNH 381. This course is not eligible for Credit/D/Fail grading.","All of FNH 380, FNH 381. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,481,3,Dietetics Practice Education Placement II,"Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Pass/Fail. Prerequisite: All of FNH 380, FNH 381, FNH 480. This course is not eligible for Credit/D/Fail grading.","All of FNH 380, FNH 381, FNH 480. This course is not eligible for Credit/D/Fail grading.",,
FNH,_V,482,12,Dietetics Practice Education Placement III,Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Pass/Fail. Prerequisite: FNH 481. This course is not eligible for Credit/D/Fail grading.,FNH 481. This course is not eligible for Credit/D/Fail grading.,,
FNH,_V,483,12,Dietetics Practice Education Placement IV,Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Pass/Fail. Prerequisite: FNH 482. This course is not eligible for Credit/D/Fail grading.,FNH 482. This course is not eligible for Credit/D/Fail grading.,,
FNH,_V,499,6,Undergraduate Thesis,Design and execution of an experimental/analytical research project leading to preparation of a thesis. Prerequisite: Approval of a program advisor; consult before the end of classes in third year.,Approval of a program advisor; consult before the end of classes in third year.,,
FNIS,_V,210,3,Indigenous Politics and Self-Determination,"The cultural, historical, political, economic, and gender dynamics that structure the relationship between Indigenous peoples and the state in Canada; Indigenous self-determination struggles in relation to constitutional recognition, self-government, land claims, and economic development. Credit will be granted for only one of FNSP 200, FNIS 210, or FNSP 210. Restricted to Undergraduate Students. Recommended pre-requisite: FNIS 100.",,,"The cultural, historical, political, economic, and gender dynamics that structure the relationship between Indigenous peoples and the state in Canada; Indigenous self-determination struggles in relation to constitutional recognition, self-government, land claims, and economic development. Credit will be granted for only one of FNSP 200, FNIS 210, or FNSP 210. Restricted to Undergraduate Students. Recommended pre-requisite: FNIS 100."
FNIS,_V,220,3,Representation and Indigenous Cultural Politics,"Representation, identity, and cultural politics through Indigenous literature, film, and the visual arts; the relationship between these sites of cultural production and the self-determination struggles of Indigenous peoples. Credit will be granted for only one of FNSP 200, FNIS 220, or FNSP 220. Restricted to Undergraduate Students. Recommended pre-requisite: FNIS 100",,,"Representation, identity, and cultural politics through Indigenous literature, film, and the visual arts; the relationship between these sites of cultural production and the self-determination struggles of Indigenous peoples. Credit will be granted for only one of FNSP 200, FNIS 220, or FNSP 220. Restricted to Undergraduate Students. Recommended pre-requisite: FNIS 100"
FNIS,_V,300,3,Writing First Nations,"writing-intensive course examining approaches to writing Indigenous research: Representation & the Other; Indigenous critiques of research & representation; Indigenous, feminist and cultural studies approaches to writing ethnography, oral history, and related research methods. Credit will be granted for only one of FNIS_V 300 or FNSP_V 300. Restricted to Undergraduate Students. Prerequisite: Either (a) one of FNIS_V 210, FNIS_V 220 or (b) one of FNSP_V 210, FNSP_V 220. Equivalency: FNSP_V 300. This course is not eligible for Credit/D/Fail grading.","Either (a) one of FNIS_V 210, FNIS_V 220 or (b) one of FNSP_V 210, FNSP_V 220. Equivalency: FNSP_V 300. This course is not eligible for Credit/D/Fail grading.",,"writing-intensive course examining approaches to writing Indigenous research: Representation & the Other; Indigenous critiques of research & representation; Indigenous, feminist and cultural studies approaches to writing ethnography, oral history, and related research methods. Credit will be granted for only one of FNIS_V 300 or FNSP_V 300. Restricted to Undergraduate Students. Prerequisite: Either (a) one of FNIS_V 210, FNIS_V 220 or (b) one of FNSP_V 210, FNSP_V 220. Equivalency: FNSP_V 300. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,310,3,Critical Indigenous Theory Seminar,"Adapting and integrating current conceptual paradigms in the humanities, social sciences, performing arts, and Indigenous studies into approaches in First Nations/Indigenous Studies, including identity construction, political and cultural self-determination, representation, essentialism/authenticity, ethics, and decolonization. Credit will be granted for only one of FNIS 310 or FNSP 310. Restricted to Undergraduate Students. Prerequisite: Either (a) FNSP 200 or (b) all of FNIS 210, FNIS 220 or (c) all of FNSP 210, FNSP 220. This course is not eligible for Credit/D/Fail grading.","Either (a) FNSP 200 or (b) all of FNIS 210, FNIS 220 or (c) all of FNSP 210, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,"Adapting and integrating current conceptual paradigms in the humanities, social sciences, performing arts, and Indigenous studies into approaches in First Nations/Indigenous Studies, including identity construction, political and cultural self-determination, representation, essentialism/authenticity, ethics, and decolonization. Credit will be granted for only one of FNIS 310 or FNSP 310. Restricted to Undergraduate Students. Prerequisite: Either (a) FNSP 200 or (b) all of FNIS 210, FNIS 220 or (c) all of FNSP 210, FNSP 220. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,320,3,Critical Indigenous Methodologies and Ethics,"Responsible and community-based research from a critical Indigenous perspective; methods for identifying and assessing research materials, critical analysis, oral history/qualitative research interviewing and analysis, and research ethics in the design and implementation of community-based student research projects. Credit will be granted for only one of FNIS 320 or FNSP 320. Restricted to Undergraduate Students. Prerequisite: Either (a) FNIS 310 or (b) FNSP 310. This course is not eligible for Credit/D/Fail grading.",Either (a) FNIS 310 or (b) FNSP 310. This course is not eligible for Credit/D/Fail grading.,,"Responsible and community-based research from a critical Indigenous perspective; methods for identifying and assessing research materials, critical analysis, oral history/qualitative research interviewing and analysis, and research ethics in the design and implementation of community-based student research projects. Credit will be granted for only one of FNIS 320 or FNSP 320. Restricted to Undergraduate Students. Prerequisite: Either (a) FNIS 310 or (b) FNSP 310. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,400,6,Practicum/Advanced Research Seminar,"Applied research/community oriented project designed and implemented in collaboration with student, faculty and Aboriginal community organization. Emphasis on examining ethical issues and developing culturally respectful and academically rigorous forms of research. Credit will be granted for only one of FNIS_V 400 or FNSP_V 400. Restricted to Majors in First Nations and Indigenous Studies. Prerequisite: Either (a) all of FNIS_V 310, FNIS_V 320 or (b) all of FNSP_V 310, FNSP_V 320. Students must pass FNIS_V 320 or FNSP_V 320 with a B- or higher or request program approval. Equivalency: FNSP_V 400. This course is not eligible for Credit/D/Fail grading.","Either (a) all of FNIS_V 310, FNIS_V 320 or (b) all of FNSP_V 310, FNSP_V 320. Students must pass FNIS_V 320 or FNSP_V 320 with a B- or higher or request program approval. Equivalency: FNSP_V 400. This course is not eligible for Credit/D/Fail grading.",,"Applied research/community oriented project designed and implemented in collaboration with student, faculty and Aboriginal community organization. Emphasis on examining ethical issues and developing culturally respectful and academically rigorous forms of research. Credit will be granted for only one of FNIS_V 400 or FNSP_V 400. Restricted to Majors in First Nations and Indigenous Studies. Prerequisite: Either (a) all of FNIS_V 310, FNIS_V 320 or (b) all of FNSP_V 310, FNSP_V 320. Students must pass FNIS_V 320 or FNSP_V 320 with a B- or higher or request program approval. Equivalency: FNSP_V 400. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,451,3,Indigenous Feminisms,"The historical, cultural, political, and activist roots of contemporary Indigenous feminisms. Indigenous feminist methodologies, theory, and praxis in relation to contemporary Indigenous politics and social justice movements. Credit will be granted for only one of FNSP 401D, FNIS 451, or FNSP 451. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,"The historical, cultural, political, and activist roots of contemporary Indigenous feminisms. Indigenous feminist methodologies, theory, and praxis in relation to contemporary Indigenous politics and social justice movements. Credit will be granted for only one of FNSP 401D, FNIS 451, or FNSP 451. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,452,3,Indigenous Social Movements,"Draws on Indigenous and non-Indigenous intellectual traditions to explore the theoretical, cultural, political, economic, and historical bases of Indigenous peoples decolonization struggles in Canada. Credit will be granted for only one of FNSP 401A, FNIS 452, or FNSP 452. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,"Draws on Indigenous and non-Indigenous intellectual traditions to explore the theoretical, cultural, political, economic, and historical bases of Indigenous peoples decolonization struggles in Canada. Credit will be granted for only one of FNSP 401A, FNIS 452, or FNSP 452. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading."
FNIS,_V,453,3,Indigenous Legal Traditions,"Socio-historical, political and cultural context of Indigenous legal traditions and strategies for ethical engagement within state and Indigenous polities. Methods include oral history analysis, legal theory, literary/narrative studies, and philosophy from an Indigenous studies perspective. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,
FNIS,_V,454,3,Indigenous New Media,"New media and digital storytelling works designed and implemented by Indigenous artists, authors, and programmers. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,
FNIS,_V,455,3,Indigenous Geographies: Our Home on Native Land,"Indigenous people's place-based relations, colonial processes of de-territorialization, and spatial negotiations of settler colonialism. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNSP 200, FNIS 210, FNSP 210, FNIS 220, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,
FNIS,_V,456,3,Indigenous Two-Spirit and Queer Studies,"Cultural contexts, scholarship, literature, and artistic expressions of Queer, LGBTI, and Two-Spirited Indigenous people, both as an academic area of study and as lived experience and relationship. Restricted to Undergraduate Students. Prerequisite: One of FNIS 100, FNIS 210, FNIS 220, FNSP 200, FNSP 210, FNSP 220. This course is not eligible for Credit/D/Fail grading.","One of FNIS 100, FNIS 210, FNIS 220, FNSP 200, FNSP 210, FNSP 220. This course is not eligible for Credit/D/Fail grading.",,
FOOD,_V,500,3,M.Sc. Seminar,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,510,3,Advances in Food Science,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,511,3,Master of Food Science Workshops,Honours/Pass/Fail. This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,512,3,Hazard Analysis and Critical Control Point and Food Safety Management,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,515,3,Fundamentals of Agri-Food Business,"Credit will be granted for only one of FNH 415, FOOD 515 or FRE 515. This course is not eligible for Credit/D/Fail grading.",,,"Credit will be granted for only one of FNH 415, FOOD 515 or FRE 515. This course is not eligible for Credit/D/Fail grading."
FOOD,_V,516,3,Advanced Food Safety and Quality Management,"Recommended pre-requisites: all of FNH 301, FNH 313, FNH 403. This course is not eligible for Credit/D/Fail grading.",,,
FOOD,_V,519,3,Interfacial Phenomena,"Credit will be granted for only one of FNH 419 and FOOD 519. Strongly recommended: MATH 101, PHYS 108, and CHEM 154. Equivalency: CHBE 587 This course is not eligible for Credit/D/Fail grading.",,,"Credit will be granted for only one of FNH 419 and FOOD 519. Strongly recommended: MATH 101, PHYS 108, and CHEM 154. Equivalency: CHBE 587 This course is not eligible for Credit/D/Fail grading."
FOOD,_V,520,3,Advances in Food Analysis,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,521,3,Advances in Food Biotechnology,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,522,3,Advances in Food Chemistry,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,523,3,Advances in Food Microbiology,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,524,3,Advances in Food Processing,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,525,3,Advances in Food Toxicology,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,526,3,Research Methods in Food Science,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,527,3,Special Topics in Food Science,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,528,3,International Food Laws and Regulations,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,529,3,Laboratory Methods in Sensory Evaluation,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,531,6,Master of Food Science Practicum Project,Honours/Pass/Fail. Prerequisite: FOOD 511. This course is not eligible for Credit/D/Fail grading.,FOOD 511. This course is not eligible for Credit/D/Fail grading.,,
FOOD,_V,600,3,Ph.D. Seminar,This course is not eligible for Credit/D/Fail grading.,,,
FOOD,_V,649,0,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,500,3,Sustainable Forest Management in a Changing World,Origins of sustainable forest management; criteria and indicators of sustainable forest management used globally and how these will need to be adapted to our changing climate. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,501,3,Geomatics in Forestry: Data Collection and Management,Fundamental concepts of spatial technologies and geo-spatial analysis. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,502,3,Introduction to Urban Forestry in the Asian Pacific Region,"Principles behind urban forest governance, urban forest planning and green-space management, and their role in human health and wellbeing in the Asia-Pacific Region. This course is not eligible for Credit/D/Fail grading.",,,
FOPE,_V,503,3,Climate Modelling and Forest Applications,Potential impacts of climate change on global forest systems. Concepts and techniques of climate change modelling; adaptive management strategies. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,504,3,Structure and Composition of Tropical Forest Ecosystems,Ecological characteristics of tropical forests including their structure and composition. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,505,3,Ecological Processes in Tropical Forests,"The ecological processes found in tropical humid and dry forests, including a series of case studies drawn from tropical forests around the world. This course is not eligible for Credit/D/Fail grading.",,,
FOPE,_V,507,3,"International Forestry Issues, Institutions, and Multilateral Agreements",Major contemporary global natural resources management issues emphasis on Forestry. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,508,3,Forest Ecosystem Services and Community Livelihoods,Interdependence and dynamics of different forest ecosystem services and how they contribute to sustainable forest management and community livelihoods. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,509,3,Introduction to Intensive Plantation Forestry,Case studies of plantation forestry systems from around the world; advantages and challenges of intensively managed forests. This course is not eligible for Credit/D/Fail grading.,,,
FOPE,_V,510,3,Plantation Silviculture,"Science of cultivating forest stands, including influence of climate and soil, characteristics of tree growth and stand development, and forest types and plantation designs. This course is not eligible for Credit/D/Fail grading.",,,
FOPE,_V,511,3,Wood Properties and Products,"Manufacturing processes, applications and supply chains of solid wood, composite, and engineered wood products; pulp and paper, bio-based materials and bioenergy. This course is not eligible for Credit/D/Fail grading.",,,
FOPE,_V,512,3,Forest Economics,"General and forestry-specific economic principles and concepts, including role of forests in sustainable development. Prerequisite: All of FOPE 509, FOPE 510. This course is not eligible for Credit/D/Fail grading.","All of FOPE 509, FOPE 510. This course is not eligible for Credit/D/Fail grading.",,
FOPE,_V,513,3,Forest Finance,"Theoretical and technical skills to analyze corporate financial management in the forest industry, including analytical tools to analyze cost and benefit, evaluate risk, and identify optimum investment. Prerequisite: All of FOPE 509, FOPE 510. Corequisite: FOPE 512. This course is not eligible for Credit/D/Fail grading.","All of FOPE 509, FOPE 510. Corequisite: FOPE 512. This course is not eligible for Credit/D/Fail grading.",FOPE 512. This course is not eligible for Credit/D/Fail grading.,
FOPE,_V,514,3,Forest Business Enterprise,"Foundations of forest business enterprises (FBEs), including their role in forest management, interactions with stakeholders, and the drivers of successes and failures in FBEs. This course is not eligible for Credit/D/Fail grading.",,,
FOPR,_V,264,4,Introduction to Forest Operations,"Basic geomatics, surveying and forest operations. [2-4-0]",,,
FOPR,_V,362,3,Harvesting Systems and Forest Access,"The mechanics and productivity of a broad range of forest harvesting systems combined with topics on forest access. [3-0-1] Prerequisite: One of ECON_V 101, FRST_V 101. Corequisite: FRST_V 318.","One of ECON_V 101, FRST_V 101. Corequisite: FRST_V 318.",FRST_V 318.,
FOPR,_V,388,3,Analytical Methods in Forest Hydrology,Analytical methods in forest hydrology and their applications in the planning of forest operations with a focus on the hydrologic and hydraulic design procedures for stream crossings. [3-2] Corequisite: FOPR 264.,,FOPR 264.,
FOPR,_V,464,4,Operational Planning and Management,"A comprehensive overview of operational planning, financial and contractual management. Includes an experiential learning opportunity that focuses on critical thinking and teamwork. These skills combined with the theoretical course content are applied in a practical application with an external stakeholder. [2-2-0] Prerequisite: FOPR 362.",FOPR 362.,,
FREN,_V,101,3,Beginners' French I,"Basic vocabulary, the rudiments of grammar and familiarization with cultures of the French-speaking world. This course is aligned with level A1 objectives of the CEFR. Credit will be granted for only one of FREN 101 or FREN 103.",,,"Basic vocabulary, the rudiments of grammar and familiarization with cultures of the French-speaking world. This course is aligned with level A1 objectives of the CEFR. Credit will be granted for only one of FREN 101 or FREN 103."
FREN,_V,102,3,Beginners' French II,A continuation of FREN 101. This course is aligned with level A1 objectives of the CEFR. Credits will be granted for only one of FREN 102 or FREN 103. Recommended pre-requisite: FREN 101.,,,
FREN,_V,103,3,Intensive Beginners' French,"Fundamentals of the French language. Recommended for students who are not complete beginners in French. Aligned with CEFR level A1 objectives. Credit will be granted for FREN 103 or both FREN 101, FREN 102.",,,
